ReactomeID,Description,GeneRatio,BgRatio,pvalue,padj,geneID,geneName,EntrezID,Count,Up,Up_Gene_id,Down,Down_Gene_id
R-MMU-3000171,Non-integrin membrane-ECM interactions,4|294,39|8067,0.052325771,0.688326854,ENSMUSG00000001506/ENSMUSG00000017344/ENSMUSG00000027111/ENSMUSG00000029661,Col1a1/Vtn/Itga6/Col1a2,12842/22370/16403/12843,4,0,,4,ENSMUSG00000001506/ENSMUSG00000017344/ENSMUSG00000027111/ENSMUSG00000029661
R-MMU-174824,"Plasma lipoprotein assembly, remodeling, and clearance",5|294,56|8067,0.052372304,0.688326854,ENSMUSG00000022841/ENSMUSG00000002985/ENSMUSG00000044254/ENSMUSG00000040564/ENSMUSG00000029368,Ap2m1/Apoe/Pcsk9/Apoc1/Alb,11773/11816/100102/11812/11657,5,0,,5,ENSMUSG00000022841/ENSMUSG00000002985/ENSMUSG00000044254/ENSMUSG00000040564/ENSMUSG00000029368
R-MMU-114608,Platelet degranulation ,8|294,115|8067,0.058443239,0.688326854,ENSMUSG00000020717/ENSMUSG00000020044/ENSMUSG00000022877/ENSMUSG00000006522/ENSMUSG00000033880/ENSMUSG00000029368/ENSMUSG00000028465/ENSMUSG00000079015,Pecam1/Timp3/Hrg/Itih3/Lgals3bp/Alb/Tln1/Serpina1c,18613/21859/94175/16426/19039/11657/21894/20702,8,0,,8,ENSMUSG00000020717/ENSMUSG00000020044/ENSMUSG00000022877/ENSMUSG00000006522/ENSMUSG00000033880/ENSMUSG00000029368/ENSMUSG00000028465/ENSMUSG00000079015
R-MMU-1963640,GRB2 events in ERBB2 signaling,2|294,11|8067,0.05859768,0.688326854,ENSMUSG00000062312/ENSMUSG00000062991,Erbb2/Nrg1,13866/211323,2,0,,2,ENSMUSG00000062312/ENSMUSG00000062991
R-MMU-417957,P2Y receptors,2|294,11|8067,0.05859768,0.688326854,ENSMUSG00000048779/ENSMUSG00000032860,P2ry6/P2ry2,233571/18442,2,1,ENSMUSG00000048779,1,ENSMUSG00000032860
R-MMU-73621,Pyrimidine catabolism,2|294,11|8067,0.05859768,0.688326854,ENSMUSG00000032420/ENSMUSG00000026839,Nt5e/Upp2,23959/76654,2,0,,2,ENSMUSG00000032420/ENSMUSG00000026839
R-MMU-8847993,ERBB2 Activates PTK6 Signaling,2|294,11|8067,0.05859768,0.688326854,ENSMUSG00000062312/ENSMUSG00000062991,Erbb2/Nrg1,13866/211323,2,0,,2,ENSMUSG00000062312/ENSMUSG00000062991
R-MMU-72649,Translation initiation complex formation,5|294,58|8067,0.059302006,0.688326854,ENSMUSG00000067288/ENSMUSG00000034892/ENSMUSG00000003429/ENSMUSG00000031320/ENSMUSG00000008668,Rps28/Rps29/Rps11/Rps4x/Rps18,54127/20090/27207/20102/20084,5,0,,5,ENSMUSG00000067288/ENSMUSG00000034892/ENSMUSG00000003429/ENSMUSG00000031320/ENSMUSG00000008668
R-MMU-72702,Ribosomal scanning and start codon recognition,5|294,58|8067,0.059302006,0.688326854,ENSMUSG00000067288/ENSMUSG00000034892/ENSMUSG00000003429/ENSMUSG00000031320/ENSMUSG00000008668,Rps28/Rps29/Rps11/Rps4x/Rps18,54127/20090/27207/20102/20084,5,0,,5,ENSMUSG00000067288/ENSMUSG00000034892/ENSMUSG00000003429/ENSMUSG00000031320/ENSMUSG00000008668
R-MMU-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",5|294,59|8067,0.062953809,0.70846643,ENSMUSG00000067288/ENSMUSG00000034892/ENSMUSG00000003429/ENSMUSG00000031320/ENSMUSG00000008668,Rps28/Rps29/Rps11/Rps4x/Rps18,54127/20090/27207/20102/20084,5,0,,5,ENSMUSG00000067288/ENSMUSG00000034892/ENSMUSG00000003429/ENSMUSG00000031320/ENSMUSG00000008668
R-MMU-1358803,Downregulation of ERBB2:ERBB3 signaling,2|294,12|8067,0.068666746,0.70846643,ENSMUSG00000062312/ENSMUSG00000062991,Erbb2/Nrg1,13866/211323,2,0,,2,ENSMUSG00000062312/ENSMUSG00000062991
R-MMU-1614558,Degradation of cysteine and homocysteine,2|294,12|8067,0.068666746,0.70846643,ENSMUSG00000103711/ENSMUSG00000028179,Tstd1/Cth,226654/107869,2,1,ENSMUSG00000103711,1,ENSMUSG00000028179
R-MMU-170670,Adenylate cyclase inhibitory pathway,2|294,12|8067,0.068666746,0.70846643,ENSMUSG00000032562/ENSMUSG00000022220,Gnai2/Adcy4,14678/104110,2,0,,2,ENSMUSG00000032562/ENSMUSG00000022220
R-MMU-2160916,Hyaluronan uptake and degradation,2|294,12|8067,0.068666746,0.70846643,ENSMUSG00000010051/ENSMUSG00000035459,Hyal1/Stab2,15586/192188,2,1,ENSMUSG00000035459,1,ENSMUSG00000010051
R-MMU-75205,Dissolution of Fibrin Clot,2|294,12|8067,0.068666746,0.70846643,ENSMUSG00000022877/ENSMUSG00000031538,Hrg/Plat,94175/18791,2,0,,2,ENSMUSG00000022877/ENSMUSG00000031538
R-MMU-8963691,Phenylalanine and tyrosine metabolism,2|294,12|8067,0.068666746,0.70846643,ENSMUSG00000074141/ENSMUSG00000074141,Il4i1/Il4i1b,14204/100328588,2,0,,1,ENSMUSG00000074141
R-MMU-76005,Response to elevated platelet cytosolic Ca2+,8|294,120|8067,0.071300161,0.724142264,ENSMUSG00000020717/ENSMUSG00000020044/ENSMUSG00000022877/ENSMUSG00000006522/ENSMUSG00000033880/ENSMUSG00000029368/ENSMUSG00000028465/ENSMUSG00000079015,Pecam1/Timp3/Hrg/Itih3/Lgals3bp/Alb/Tln1/Serpina1c,18613/21859/94175/16426/19039/11657/21894/20702,8,0,,8,ENSMUSG00000020717/ENSMUSG00000020044/ENSMUSG00000022877/ENSMUSG00000006522/ENSMUSG00000033880/ENSMUSG00000029368/ENSMUSG00000028465/ENSMUSG00000079015
R-MMU-1442490,Collagen degradation,4|294,44|8067,0.075160174,0.751601739,ENSMUSG00000001506/ENSMUSG00000000957/ENSMUSG00000001435/ENSMUSG00000029661,Col1a1/Mmp14/Col18a1/Col1a2,12842/17387/12822/12843,4,0,,4,ENSMUSG00000001506/ENSMUSG00000000957/ENSMUSG00000001435/ENSMUSG00000029661
R-MMU-1500931,Cell-Cell communication,6|294,82|8067,0.077984321,0.768027409,ENSMUSG00000068699/ENSMUSG00000027111/ENSMUSG00000031871/ENSMUSG00000031962/ENSMUSG00000037712/ENSMUSG00000068036,Flnc/Itga6/Cdh5/Cdh15/Fermt2/Afdn,68794/16403/12562/12555/218952/17356,6,0,,6,ENSMUSG00000068699/ENSMUSG00000027111/ENSMUSG00000031871/ENSMUSG00000031962/ENSMUSG00000037712/ENSMUSG00000068036
R-MMU-6785631,ERBB2 Regulates Cell Motility,2|294,13|8067,0.079252988,0.768872275,ENSMUSG00000062312/ENSMUSG00000062991,Erbb2/Nrg1,13866/211323,2,0,,2,ENSMUSG00000062312/ENSMUSG00000062991
R-MMU-74751,Insulin receptor signalling cascade,4|294,46|8067,0.085491975,0.817202704,ENSMUSG00000041417/ENSMUSG00000005534/ENSMUSG00000110206/ENSMUSG00000022101,Pik3r1/Insr/Flt3l/Fgf17,18708/16337/14256/14171,4,1,ENSMUSG00000110206,3,ENSMUSG00000041417/ENSMUSG00000005534/ENSMUSG00000022101
R-MMU-2214320,Anchoring fibril formation,2|294,14|8067,0.090305626,0.826741648,ENSMUSG00000001506/ENSMUSG00000029661,Col1a1/Col1a2,12842/12843,2,0,,2,ENSMUSG00000001506/ENSMUSG00000029661
R-MMU-418038,Nucleotide-like (purinergic) receptors,2|294,14|8067,0.090305626,0.826741648,ENSMUSG00000048779/ENSMUSG00000032860,P2ry6/P2ry2,233571/18442,2,1,ENSMUSG00000048779,1,ENSMUSG00000032860
R-MMU-877300,Interferon gamma signaling,2|294,14|8067,0.090305626,0.826741648,ENSMUSG00000053113/ENSMUSG00000053819,Socs3/Camk2d,12702/108058,2,0,,2,ENSMUSG00000053113/ENSMUSG00000053819
R-MMU-76002,"Platelet activation, signaling and aggregation",13|294,237|8067,0.092276712,0.829797721,ENSMUSG00000020717/ENSMUSG00000020044/ENSMUSG00000022877/ENSMUSG00000041417/ENSMUSG00000001506/ENSMUSG00000006522/ENSMUSG00000032562/ENSMUSG00000029661/ENSMUSG00000033880/ENSMUSG00000029368/ENSMUSG00000028465/ENSMUSG00000079015/ENSMUSG00000020611,Pecam1/Timp3/Hrg/Pik3r1/Col1a1/Itih3/Gnai2/Col1a2/Lgals3bp/Alb/Tln1/Serpina1c/Gna13,18613/21859/94175/18708/12842/16426/14678/12843/19039/11657/21894/20702/14674,13,0,,13,ENSMUSG00000020717/ENSMUSG00000020044/ENSMUSG00000022877/ENSMUSG00000041417/ENSMUSG00000001506/ENSMUSG00000006522/ENSMUSG00000032562/ENSMUSG00000029661/ENSMUSG00000033880/ENSMUSG00000029368/ENSMUSG00000028465/ENSMUSG00000079015/ENSMUSG00000020611
R-MMU-420092,Glucagon-type ligand receptors,3|294,30|8067,0.094469279,0.829797721,ENSMUSG00000024256/ENSMUSG00000029778/ENSMUSG00000038580,Adcyap1/Adcyap1r1/Sct,11516/11517/20287,3,0,,3,ENSMUSG00000024256/ENSMUSG00000029778/ENSMUSG00000038580
R-MMU-68962,Activation of the pre-replicative complex,3|294,30|8067,0.094469279,0.829797721,ENSMUSG00000026134/ENSMUSG00000006585/ENSMUSG00000025358,Prim2/Cdt1/Cdk2,19076/67177/12566,3,0,,3,ENSMUSG00000026134/ENSMUSG00000006585/ENSMUSG00000025358
R-MMU-375276,Peptide ligand-binding receptors,10|294,173|8067,0.10021101,0.834375244,ENSMUSG00000005892/ENSMUSG00000114755/ENSMUSG00000045731/ENSMUSG00000021367/ENSMUSG00000044014/ENSMUSG00000043953/ENSMUSG00000020660/ENSMUSG00000023078/ENSMUSG00000026874/ENSMUSG00000022122,Trh/Galr3/Pnoc/Edn1/Npy5r/Ccrl2/Pomc/Cxcl13/Hc/Ednrb,22044/14429/18155/13614/18168/54199/18976/55985/15139/13618,10,2,ENSMUSG00000044014/ENSMUSG00000020660,8,ENSMUSG00000005892/ENSMUSG00000114755/ENSMUSG00000045731/ENSMUSG00000021367/ENSMUSG00000043953/ENSMUSG00000023078/ENSMUSG00000026874/ENSMUSG00000022122
R-MMU-1250196,SHC1 events in ERBB2 signaling,2|294,15|8067,0.101776873,0.834375244,ENSMUSG00000062312/ENSMUSG00000062991,Erbb2/Nrg1,13866/211323,2,0,,2,ENSMUSG00000062312/ENSMUSG00000062991
R-MMU-159418,Recycling of bile acids and salts,2|294,15|8067,0.101776873,0.834375244,ENSMUSG00000020865/ENSMUSG00000029368,Abcc3/Alb,76408/11657,2,0,,2,ENSMUSG00000020865/ENSMUSG00000029368
R-MMU-5654710,PI-3K cascade:FGFR3,2|294,15|8067,0.101776873,0.834375244,ENSMUSG00000041417/ENSMUSG00000022101,Pik3r1/Fgf17,18708/14171,2,0,,2,ENSMUSG00000041417/ENSMUSG00000022101
R-MMU-70221,Glycogen breakdown (glycogenolysis),2|294,15|8067,0.101776873,0.834375244,ENSMUSG00000032648/ENSMUSG00000021069,Pygm/Pygl,19309/110095,2,0,,2,ENSMUSG00000032648/ENSMUSG00000021069
R-MMU-1266738,Developmental Biology,19|294,385|8067,0.109530815,0.834375244,ENSMUSG00000022841/ENSMUSG00000046834/ENSMUSG00000031207/ENSMUSG00000062312/ENSMUSG00000029168/ENSMUSG00000041417/ENSMUSG00000002233/ENSMUSG00000010609/ENSMUSG00000003070/ENSMUSG00000020902/ENSMUSG00000048915/ENSMUSG00000037992/ENSMUSG00000109859/ENSMUSG00000025358/ENSMUSG00000044430/ENSMUSG00000031962/ENSMUSG00000024366/ENSMUSG00000028465/ENSMUSG00000053646,Ap2m1/Krt1/Msn/Erbb2/Dpysl5/Pik3r1/Rhoc/Psen2/Efna2/Ntn1/Efna5/Rara/Gm45618/Cdk2/Klk12/Cdh15/Gfra3/Tln1/Plxnb1,11773/16678/17698/13866/65254/18708/11853/19165/13637/18208/13640/19401/108167466/12566/69511/12555/14587/21894/235611,19,2,ENSMUSG00000037992/ENSMUSG00000044430,17,ENSMUSG00000022841/ENSMUSG00000046834/ENSMUSG00000031207/ENSMUSG00000062312/ENSMUSG00000029168/ENSMUSG00000041417/ENSMUSG00000002233/ENSMUSG00000010609/ENSMUSG00000003070/ENSMUSG00000020902/ENSMUSG00000048915/ENSMUSG00000109859/ENSMUSG00000025358/ENSMUSG00000031962/ENSMUSG00000024366/ENSMUSG00000028465/ENSMUSG00000053646
R-MMU-418990,Adherens junctions interactions,3|294,32|8067,0.10956895,0.834375244,ENSMUSG00000031871/ENSMUSG00000031962/ENSMUSG00000068036,Cdh5/Cdh15/Afdn,12562/12555/17356,3,0,,3,ENSMUSG00000031871/ENSMUSG00000031962/ENSMUSG00000068036
R-MMU-500792,GPCR ligand binding,17|294,338|8067,0.110633339,0.834375244,ENSMUSG00000005892/ENSMUSG00000114755/ENSMUSG00000045731/ENSMUSG00000021367/ENSMUSG00000044014/ENSMUSG00000043953/ENSMUSG00000044317/ENSMUSG00000020660/ENSMUSG00000024256/ENSMUSG00000023078/ENSMUSG00000026874/ENSMUSG00000041380/ENSMUSG00000048779/ENSMUSG00000029778/ENSMUSG00000022122/ENSMUSG00000032860/ENSMUSG00000038580,Trh/Galr3/Pnoc/Edn1/Npy5r/Ccrl2/Gpr4/Pomc/Adcyap1/Cxcl13/Hc/Htr2c/P2ry6/Adcyap1r1/Ednrb/P2ry2/Sct,22044/14429/18155/13614/18168/54199/319197/18976/11516/55985/15139/15560/233571/11517/13618/18442/20287,17,3,ENSMUSG00000044014/ENSMUSG00000020660/ENSMUSG00000048779,14,ENSMUSG00000005892/ENSMUSG00000114755/ENSMUSG00000045731/ENSMUSG00000021367/ENSMUSG00000043953/ENSMUSG00000044317/ENSMUSG00000024256/ENSMUSG00000023078/ENSMUSG00000026874/ENSMUSG00000041380/ENSMUSG00000029778/ENSMUSG00000022122/ENSMUSG00000032860/ENSMUSG00000038580
R-MMU-2168880,Scavenging of heme from plasma,2|294,16|8067,0.113621783,0.834375244,ENSMUSG00000030895/ENSMUSG00000029368,Hpx/Alb,15458/11657,2,0,,2,ENSMUSG00000030895/ENSMUSG00000029368
R-MMU-3000170,Syndecan interactions,2|294,16|8067,0.113621783,0.834375244,ENSMUSG00000017344/ENSMUSG00000027111,Vtn/Itga6,22370/16403,2,0,,2,ENSMUSG00000017344/ENSMUSG00000027111
R-MMU-442660,Na+/Cl- dependent neurotransmitter transporters,2|294,16|8067,0.113621783,0.834375244,ENSMUSG00000030108/ENSMUSG00000036814,Slc6a13/Slc6a20a,14412/102680,2,0,,2,ENSMUSG00000030108/ENSMUSG00000036814
R-MMU-8963898,Plasma lipoprotein assembly,2|294,16|8067,0.113621783,0.834375244,ENSMUSG00000002985/ENSMUSG00000040564,Apoe/Apoc1,11816/11812,2,0,,2,ENSMUSG00000002985/ENSMUSG00000040564
R-MMU-8964038,LDL clearance,2|294,16|8067,0.113621783,0.834375244,ENSMUSG00000022841/ENSMUSG00000044254,Ap2m1/Pcsk9,11773/100102,2,0,,2,ENSMUSG00000022841/ENSMUSG00000044254
R-MMU-373076,Class A/1 (Rhodopsin-like receptors),14|294,270|8067,0.116318421,0.834375244,ENSMUSG00000005892/ENSMUSG00000114755/ENSMUSG00000045731/ENSMUSG00000021367/ENSMUSG00000044014/ENSMUSG00000043953/ENSMUSG00000044317/ENSMUSG00000020660/ENSMUSG00000023078/ENSMUSG00000026874/ENSMUSG00000041380/ENSMUSG00000048779/ENSMUSG00000022122/ENSMUSG00000032860,Trh/Galr3/Pnoc/Edn1/Npy5r/Ccrl2/Gpr4/Pomc/Cxcl13/Hc/Htr2c/P2ry6/Ednrb/P2ry2,22044/14429/18155/13614/18168/54199/319197/18976/55985/15139/15560/233571/13618/18442,14,3,ENSMUSG00000044014/ENSMUSG00000020660/ENSMUSG00000048779,11,ENSMUSG00000005892/ENSMUSG00000114755/ENSMUSG00000045731/ENSMUSG00000021367/ENSMUSG00000043953/ENSMUSG00000044317/ENSMUSG00000023078/ENSMUSG00000026874/ENSMUSG00000041380/ENSMUSG00000022122/ENSMUSG00000032860
R-MMU-76009,Platelet Aggregation (Plug Formation),3|294,33|8067,0.117446117,0.834375244,ENSMUSG00000001506/ENSMUSG00000029661/ENSMUSG00000028465,Col1a1/Col1a2/Tln1,12842/12843/21894,3,0,,3,ENSMUSG00000001506/ENSMUSG00000029661/ENSMUSG00000028465
R-MMU-5578775,Ion homeostasis,4|294,52|8067,0.120293009,0.834375244,ENSMUSG00000030730/ENSMUSG00000007097/ENSMUSG00000053819/ENSMUSG00000041329,Atp2a1/Atp1a2/Camk2d/Atp1b2,11937/98660/108058/11932,4,0,,4,ENSMUSG00000030730/ENSMUSG00000007097/ENSMUSG00000053819/ENSMUSG00000041329
R-MMU-114604,GPVI-mediated activation cascade,3|294,34|8067,0.125527762,0.834375244,ENSMUSG00000041417/ENSMUSG00000001506/ENSMUSG00000029661,Pik3r1/Col1a1/Col1a2,18708/12842/12843,3,0,,3,ENSMUSG00000041417/ENSMUSG00000001506/ENSMUSG00000029661
R-MMU-1236394,Signaling by ERBB4,3|294,34|8067,0.125527762,0.834375244,ENSMUSG00000041417/ENSMUSG00000010609/ENSMUSG00000062991,Pik3r1/Psen2/Nrg1,18708/19165/211323,3,0,,3,ENSMUSG00000041417/ENSMUSG00000010609/ENSMUSG00000062991
R-MMU-977444,GABA B receptor activation,3|294,34|8067,0.125527762,0.834375244,ENSMUSG00000026824/ENSMUSG00000032562/ENSMUSG00000022220,Kcnj3/Gnai2/Adcy4,16519/14678/104110,3,1,ENSMUSG00000026824,2,ENSMUSG00000032562/ENSMUSG00000022220
R-MMU-991365,Activation of GABAB receptors,3|294,34|8067,0.125527762,0.834375244,ENSMUSG00000026824/ENSMUSG00000032562/ENSMUSG00000022220,Kcnj3/Gnai2/Adcy4,16519/14678/104110,3,1,ENSMUSG00000026824,2,ENSMUSG00000032562/ENSMUSG00000022220
R-MMU-2142845,Hyaluronan metabolism,2|294,17|8067,0.125798114,0.834375244,ENSMUSG00000010051/ENSMUSG00000035459,Hyal1/Stab2,15586/192188,2,1,ENSMUSG00000035459,1,ENSMUSG00000010051
R-MMU-446353,Cell-extracellular matrix interactions,2|294,17|8067,0.125798114,0.834375244,ENSMUSG00000068699/ENSMUSG00000037712,Flnc/Fermt2,68794/218952,2,0,,2,ENSMUSG00000068699/ENSMUSG00000037712
R-MMU-5654689,PI-3K cascade:FGFR1,2|294,17|8067,0.125798114,0.834375244,ENSMUSG00000041417/ENSMUSG00000022101,Pik3r1/Fgf17,18708/14171,2,0,,2,ENSMUSG00000041417/ENSMUSG00000022101
R-MMU-5654720,PI-3K cascade:FGFR4,2|294,17|8067,0.125798114,0.834375244,ENSMUSG00000041417/ENSMUSG00000022101,Pik3r1/Fgf17,18708/14171,2,0,,2,ENSMUSG00000041417/ENSMUSG00000022101
R-MMU-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",6|294,95|8067,0.132477705,0.855933525,ENSMUSG00000062312/ENSMUSG00000041417/ENSMUSG00000005534/ENSMUSG00000024620/ENSMUSG00000062991/ENSMUSG00000022101,Erbb2/Pik3r1/Insr/Pdgfrb/Nrg1/Fgf17,13866/18708/16337/18596/211323/14171,6,0,,6,ENSMUSG00000062312/ENSMUSG00000041417/ENSMUSG00000005534/ENSMUSG00000024620/ENSMUSG00000062991/ENSMUSG00000022101
R-MMU-936837,Ion transport by P-type ATPases,4|294,54|8067,0.133063208,0.855933525,ENSMUSG00000030730/ENSMUSG00000007097/ENSMUSG00000053819/ENSMUSG00000041329,Atp2a1/Atp1a2/Camk2d/Atp1b2,11937/98660/108058/11932,4,0,,4,ENSMUSG00000030730/ENSMUSG00000007097/ENSMUSG00000053819/ENSMUSG00000041329
R-MMU-3928665,EPH-ephrin mediated repulsion of cells,3|294,35|8067,0.133803449,0.855933525,ENSMUSG00000010609/ENSMUSG00000003070/ENSMUSG00000048915,Psen2/Efna2/Efna5,19165/13637/13640,3,0,,3,ENSMUSG00000010609/ENSMUSG00000003070/ENSMUSG00000048915
R-MMU-114452,Activation of BH3-only proteins,2|294,18|8067,0.138266185,0.855933525,ENSMUSG00000024521/ENSMUSG00000040093,Pmaip1/Bmf,58801/171543,2,0,,2,ENSMUSG00000024521/ENSMUSG00000040093
R-MMU-1236977,Endosomal/Vacuolar pathway,2|294,18|8067,0.138266185,0.855933525,ENSMUSG00000091705/ENSMUSG00000067212,H2-Q2/H2-T23,15013/15040,2,0,,2,ENSMUSG00000091705/ENSMUSG00000067212
R-MMU-2243919,Crosslinking of collagen fibrils,2|294,18|8067,0.138266185,0.855933525,ENSMUSG00000001506/ENSMUSG00000029661,Col1a1/Col1a2,12842/12843,2,0,,2,ENSMUSG00000001506/ENSMUSG00000029661
R-MMU-3928663,EPHA-mediated growth cone collapse,2|294,18|8067,0.138266185,0.855933525,ENSMUSG00000003070/ENSMUSG00000048915,Efna2/Efna5,13637/13640,2,0,,2,ENSMUSG00000003070/ENSMUSG00000048915
R-MMU-425393,Transport of inorganic cations/anions and amino acids/oligopeptides,6|294,97|8067,0.142158146,0.871724481,ENSMUSG00000042268/ENSMUSG00000004902/ENSMUSG00000032754/ENSMUSG00000005357/ENSMUSG00000036814/ENSMUSG00000031297,Slc26a9/Slc25a18/Slc8b1/Slc1a6/Slc6a20a/Slc7a3,320718/71803/170756/20513/102680/11989,6,1,ENSMUSG00000042268,5,ENSMUSG00000004902/ENSMUSG00000032754/ENSMUSG00000005357/ENSMUSG00000036814/ENSMUSG00000031297
R-MMU-194138,Signaling by VEGF,6|294,98|8067,0.147118057,0.892206255,ENSMUSG00000002602/ENSMUSG00000041417/ENSMUSG00000031871/ENSMUSG00000020357/ENSMUSG00000061878/ENSMUSG00000017670,Axl/Pik3r1/Cdh5/Flt4/Sphk1/Elmo2,26362/18708/12562/14257/20698/140579,6,1,ENSMUSG00000017670,5,ENSMUSG00000002602/ENSMUSG00000041417/ENSMUSG00000031871/ENSMUSG00000020357/ENSMUSG00000061878
R-MMU-112043,PLC beta mediated events,3|294,37|8067,0.150894991,0.892206255,ENSMUSG00000004347/ENSMUSG00000032562/ENSMUSG00000022220,Pde1c/Gnai2/Adcy4,18575/14678/104110,3,0,,3,ENSMUSG00000004347/ENSMUSG00000032562/ENSMUSG00000022220
R-MMU-422475,Axon guidance,13|294,259|8067,0.150962182,0.892206255,ENSMUSG00000022841/ENSMUSG00000031207/ENSMUSG00000062312/ENSMUSG00000029168/ENSMUSG00000041417/ENSMUSG00000002233/ENSMUSG00000010609/ENSMUSG00000003070/ENSMUSG00000020902/ENSMUSG00000048915/ENSMUSG00000024366/ENSMUSG00000028465/ENSMUSG00000053646,Ap2m1/Msn/Erbb2/Dpysl5/Pik3r1/Rhoc/Psen2/Efna2/Ntn1/Efna5/Gfra3/Tln1/Plxnb1,11773/17698/13866/65254/18708/11853/19165/13637/18208/13640/14587/21894/235611,13,0,,13,ENSMUSG00000022841/ENSMUSG00000031207/ENSMUSG00000062312/ENSMUSG00000029168/ENSMUSG00000041417/ENSMUSG00000002233/ENSMUSG00000010609/ENSMUSG00000003070/ENSMUSG00000020902/ENSMUSG00000048915/ENSMUSG00000024366/ENSMUSG00000028465/ENSMUSG00000053646
R-MMU-5654695,PI-3K cascade:FGFR2,2|294,19|8067,0.150988751,0.892206255,ENSMUSG00000041417/ENSMUSG00000022101,Pik3r1/Fgf17,18708/14171,2,0,,2,ENSMUSG00000041417/ENSMUSG00000022101
R-MMU-109704,PI3K Cascade,3|294,38|8067,0.159689861,0.898475121,ENSMUSG00000041417/ENSMUSG00000110206/ENSMUSG00000022101,Pik3r1/Flt3l/Fgf17,18708/14256/14171,3,1,ENSMUSG00000110206,2,ENSMUSG00000041417/ENSMUSG00000022101
R-MMU-112040,G-protein mediated events,3|294,38|8067,0.159689861,0.898475121,ENSMUSG00000004347/ENSMUSG00000032562/ENSMUSG00000022220,Pde1c/Gnai2/Adcy4,18575/14678/104110,3,0,,3,ENSMUSG00000004347/ENSMUSG00000032562/ENSMUSG00000022220
R-MMU-977606,Regulation of Complement cascade,3|294,38|8067,0.159689861,0.898475121,ENSMUSG00000036896/ENSMUSG00000026874/ENSMUSG00000017344,C1qc/Hc/Vtn,12262/15139/22370,3,0,,3,ENSMUSG00000036896/ENSMUSG00000026874/ENSMUSG00000017344
R-MMU-1474290,Collagen formation,5|294,79|8067,0.160537658,0.898475121,ENSMUSG00000001506/ENSMUSG00000027111/ENSMUSG00000001435/ENSMUSG00000038642/ENSMUSG00000029661,Col1a1/Itga6/Col18a1/Ctss/Col1a2,12842/16403/12822/13040/12843,5,0,,5,ENSMUSG00000001506/ENSMUSG00000027111/ENSMUSG00000001435/ENSMUSG00000038642/ENSMUSG00000029661
R-MMU-5576891,Cardiac conduction,7|294,123|8067,0.161583031,0.898475121,ENSMUSG00000041460/ENSMUSG00000030730/ENSMUSG00000007097/ENSMUSG00000090122/ENSMUSG00000053819/ENSMUSG00000010066/ENSMUSG00000041329,Cacna2d4/Atp2a1/Atp1a2/Kcne1l/Camk2d/Cacna2d2/Atp1b2,319734/11937/98660/66240/108058/56808/11932,7,0,,7,ENSMUSG00000041460/ENSMUSG00000030730/ENSMUSG00000007097/ENSMUSG00000090122/ENSMUSG00000053819/ENSMUSG00000010066/ENSMUSG00000041329
R-MMU-8982491,Glycogen metabolism,2|294,20|8067,0.163930878,0.898475121,ENSMUSG00000032648/ENSMUSG00000021069,Pygm/Pygl,19309/110095,2,0,,2,ENSMUSG00000032648/ENSMUSG00000021069
R-MMU-9012852,Signaling by NOTCH3,2|294,20|8067,0.163930878,0.898475121,ENSMUSG00000010609/ENSMUSG00000038146,Psen2/Notch3,19165/18131,2,0,,2,ENSMUSG00000010609/ENSMUSG00000038146
R-MMU-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus,2|294,20|8067,0.163930878,0.898475121,ENSMUSG00000010609/ENSMUSG00000038146,Psen2/Notch3,19165/18131,2,0,,2,ENSMUSG00000010609/ENSMUSG00000038146
R-MMU-199418,Negative regulation of the PI3K/AKT network,6|294,102|8067,0.167719367,0.898475121,ENSMUSG00000062312/ENSMUSG00000041417/ENSMUSG00000005534/ENSMUSG00000024620/ENSMUSG00000062991/ENSMUSG00000022101,Erbb2/Pik3r1/Insr/Pdgfrb/Nrg1/Fgf17,13866/18708/16337/18596/211323/14171,6,0,,6,ENSMUSG00000062312/ENSMUSG00000041417/ENSMUSG00000005534/ENSMUSG00000024620/ENSMUSG00000062991/ENSMUSG00000022101
R-MMU-112399,IRS-mediated signalling,3|294,39|8067,0.168636869,0.898475121,ENSMUSG00000041417/ENSMUSG00000110206/ENSMUSG00000022101,Pik3r1/Flt3l/Fgf17,18708/14256/14171,3,1,ENSMUSG00000110206,2,ENSMUSG00000041417/ENSMUSG00000022101
R-MMU-5362517,Signaling by Retinoic Acid,3|294,39|8067,0.168636869,0.898475121,ENSMUSG00000037992/ENSMUSG00000024900/ENSMUSG00000004885,Rara/Cpt1a/Crabp2,19401/12894/12904,3,1,ENSMUSG00000037992,2,ENSMUSG00000024900/ENSMUSG00000004885
R-MMU-8948216,Collagen chain trimerization,3|294,39|8067,0.168636869,0.898475121,ENSMUSG00000001506/ENSMUSG00000001435/ENSMUSG00000029661,Col1a1/Col18a1/Col1a2,12842/12822/12843,3,0,,3,ENSMUSG00000001506/ENSMUSG00000001435/ENSMUSG00000029661
